UC;Nome;Aprovados;Reprovados;NaoAvaliados;Abandonos;Inscritos;Curso;Semestre;Ano
425221;Programação Por Objetos;1;2;1;0;4;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;1;2017
425221;Programação Por Objetos;3;1;2;0;6;Mestrado Integrado em Engenharia Física;1;2017
425216;Aprendizagem Automática;10;2;2;0;14;Curso de Especialização em Data Science;1;2017
425216;Aprendizagem Automática;1;0;1;0;2;Curso de Especialização em Informática;1;2017
425216;Aprendizagem Automática;4;0;0;0;4;Curso Livre em Erasmus;1;2017
425216;Aprendizagem Automática;1;0;0;0;1;Curso Livre em Regime Livre;1;2017
425216;Aprendizagem Automática;2;0;0;0;2;Licenciatura Bolonha em Engenharia Informática;1;2017
425216;Aprendizagem Automática;1;0;0;0;1;Licenciatura Bolonha em Matemática Aplicada;1;2017
425216;Aprendizagem Automática;1;0;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;1;2017
425216;Aprendizagem Automática;8;1;0;0;9;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2017
425216;Aprendizagem Automática;2;0;0;0;2;Mestrado Bolonha em Engenharia Informática;1;2017
425216;Aprendizagem Automática;1;0;0;0;1;Mestrado Bolonha em Física;1;2017
425216;Aprendizagem Automática;6;1;0;0;7;Mestrado Bolonha em Informática;1;2017
425203;Fundamentos de Programação;2;1;0;0;3;Curso de Especialização em Estatística Aplicada à Biologia e Ciências da Saúde;1;2017
425203;Fundamentos de Programação;1;0;1;0;2;Curso de Especialização em Informática;1;2017
425203;Fundamentos de Programação;1;0;0;0;1;Curso Livre em Erasmus;1;2017
425203;Fundamentos de Programação;9;0;0;0;9;Mestrado Bolonha em Bioestatística;1;2017
425203;Fundamentos de Programação;24;1;3;0;28;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2017
425203;Fundamentos de Programação;3;1;0;0;4;Mestrado Bolonha em Informática;1;2017
425203;Fundamentos de Programação;3;1;2;0;6;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;1;2017
425199;Computação Natural;1;0;0;0;1;Curso Livre em Erasmus;1;2017
425199;Computação Natural;2;0;0;0;2;Mestrado Integrado em Engenharia Biomédica e Biofísica;1;2017
425179;Sistemas de Software Seguros;1;0;0;0;1;Curso Livre em Regime Livre;1;2017
425179;Sistemas de Software Seguros;8;0;4;0;12;Mestrado Bolonha em Segurança Informática;1;2017
425173;Introdução à Segurança Informática;1;0;0;0;1;Curso Livre em Regime Livre;1;2017
425173;Introdução à Segurança Informática;10;4;3;0;17;Mestrado Bolonha em Segurança Informática;1;2017
425160;Vida Artificial;1;0;0;0;1;Curso Livre em Erasmus;1;2017
425160;Vida Artificial;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;1;2017
425160;Vida Artificial;2;0;0;0;2;Mestrado Bolonha em Informática;1;2017
425160;Vida Artificial;6;0;0;0;6;Mestrado Integrado em Engenharia Biomédica e Biofísica;1;2017
425160;Vida Artificial;1;0;0;0;1;Mestrado Integrado em Engenharia Física;1;2017
425157;Tolerância a Faltas Distribuída;0;1;0;0;1;Curso Livre em Regime Livre;1;2017
425157;Tolerância a Faltas Distribuída;9;2;0;0;11;Mestrado Bolonha em Engenharia Informática;1;2017
425157;Tolerância a Faltas Distribuída;11;7;0;0;18;Mestrado Bolonha em Segurança Informática;1;2017
425153;Tecnologias de Middleware;1;0;0;0;1;Curso Livre em Erasmus;1;2017
425153;Tecnologias de Middleware;3;1;0;0;4;Licenciatura Bolonha em Engenharia Informática;1;2017
425153;Tecnologias de Middleware;2;1;0;0;3;Licenciatura Bolonha em Tecnologias de Informação;1;2017
425153;Tecnologias de Middleware;14;1;1;0;16;Mestrado Bolonha em Engenharia Informática;1;2017
425153;Tecnologias de Middleware;3;1;0;0;4;Mestrado Bolonha em Informática;1;2017
425152;Tecnologia de Bases de Dados;10;1;2;2;15;Curso de Especialização em Data Science;1;2017
425152;Tecnologia de Bases de Dados;1;0;0;0;1;Curso de Especialização em Informática;1;2017
425152;Tecnologia de Bases de Dados;0;0;0;1;1;Curso Livre em Alunos da Universidade de Lisboa;1;2017
425152;Tecnologia de Bases de Dados;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;1;2017
425152;Tecnologia de Bases de Dados;1;0;0;0;1;Licenciatura Bolonha em Matemática Aplicada;1;2017
425152;Tecnologia de Bases de Dados;2;0;0;0;2;Licenciatura Bolonha em Tecnologias de Informação;1;2017
425152;Tecnologia de Bases de Dados;9;1;0;0;10;Mestrado Bolonha em Engenharia Informática;1;2017
425152;Tecnologia de Bases de Dados;3;1;0;1;5;Mestrado Bolonha em Estatística e Investigação Operacional;1;2017
425152;Tecnologia de Bases de Dados;10;2;1;0;13;Mestrado Bolonha em Informática;1;2017
425149;Software Fiável;1;0;0;0;1;Curso de Especialização em Informática;1;2017
425149;Software Fiável;1;2;0;0;3;Licenciatura Bolonha em Engenharia Informática;1;2017
425149;Software Fiável;16;3;2;0;21;Mestrado Bolonha em Engenharia Informática;1;2017
425149;Software Fiável;0;0;1;0;1;Mestrado Bolonha em Estatística e Investigação Operacional;1;2017
425149;Software Fiável;0;0;2;0;2;Mestrado Bolonha em Informática;1;2017
425146;Sistemas Multi-Agente;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;1;2017
425146;Sistemas Multi-Agente;4;0;0;0;4;Mestrado Bolonha em Engenharia Informática;1;2017
425146;Sistemas Multi-Agente;1;0;0;0;1;Mestrado Bolonha em Informática;1;2017
425141;Segurança de Software;1;0;0;0;1;Curso Livre em Erasmus;1;2017
425141;Segurança de Software;4;0;0;0;4;Mestrado Bolonha em Engenharia Informática;1;2017
425141;Segurança de Software;4;0;2;0;6;Mestrado Bolonha em Informática;1;2017
425132;Programação em Sistemas Distribuídos;1;0;0;0;1;Curso Livre em Erasmus;1;2017
425132;Programação em Sistemas Distribuídos;14;1;0;0;15;Mestrado Bolonha em Engenharia Informática;1;2017
425132;Programação em Sistemas Distribuídos;1;0;0;0;1;Mestrado Bolonha em Informática;1;2017
425126;Jogos Interativos;2;0;0;0;2;Curso Livre em Regime Livre;1;2017
425126;Jogos Interativos;2;0;0;0;2;Licenciatura Bolonha em Engenharia Informática;1;2017
425126;Jogos Interativos;3;0;0;0;3;Licenciatura Bolonha em Tecnologias de Informação;1;2017
425126;Jogos Interativos;4;0;0;0;4;Mestrado Bolonha em Engenharia Informática;1;2017
425126;Jogos Interativos;8;2;0;0;10;Mestrado Bolonha em Informática;1;2017
425123;Gestão do Conhecimento;1;0;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;1;2017
425123;Gestão do Conhecimento;2;0;0;0;2;Mestrado Bolonha em Engenharia Informática;1;2017
425123;Gestão do Conhecimento;1;0;1;0;2;Mestrado Bolonha em Informática;1;2017
425122;Gestão de Projetos;2;0;0;0;2;Curso de Especialização em Informática;1;2017
425122;Gestão de Projetos;4;0;0;0;4;Licenciatura Bolonha em Engenharia Informática;1;2017
425122;Gestão de Projetos;1;0;0;0;1;Licenciatura Bolonha em Matemática Aplicada;1;2017
425122;Gestão de Projetos;1;0;0;0;1;Mestrado Bolonha em Engenharia Geoespacial;1;2017
425122;Gestão de Projetos;2;0;0;0;2;Mestrado Bolonha em Engenharia Geográfica;1;2017
425122;Gestão de Projetos;23;0;1;0;24;Mestrado Bolonha em Engenharia Informática;1;2017
425122;Gestão de Projetos;7;1;0;0;8;Mestrado Bolonha em Informática;1;2017
425122;Gestão de Projetos;2;1;0;0;3;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;1;2017
425121;Fundamentos de Segurança;1;0;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;1;2017
425121;Fundamentos de Segurança;4;1;3;0;8;Mestrado Bolonha em Informática;1;2017
425117;Design de Software;0;0;1;0;1;Curso de Especialização em Informática;1;2017
425117;Design de Software;0;0;1;0;1;Curso Livre em Regime Livre;1;2017
425117;Design de Software;3;0;2;0;5;Licenciatura Bolonha em Engenharia Informática;1;2017
425117;Design de Software;1;0;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;1;2017
425117;Design de Software;26;2;0;0;28;Mestrado Bolonha em Engenharia Informática;1;2017
425117;Design de Software;4;0;1;0;5;Mestrado Bolonha em Informática;1;2017
425113;Computação Móvel;2;0;0;0;2;Curso de Especialização em Informática;1;2017
425113;Computação Móvel;1;0;0;0;1;Curso Livre em Erasmus;1;2017
425113;Computação Móvel;36;0;0;0;36;Mestrado Bolonha em Engenharia Informática;1;2017
425113;Computação Móvel;8;1;0;0;9;Mestrado Bolonha em Informática;1;2017
425113;Computação Móvel;2;0;0;0;2;Mestrado Bolonha em Segurança Informática;1;2017
425105;Introdução às Bases de Dados;2;0;0;0;2;Curso de Especialização em Estatística Aplicada à Biologia e Ciências da Saúde;1;2017
425105;Introdução às Bases de Dados;1;0;1;0;2;Curso de Especialização em Informática;1;2017
425105;Introdução às Bases de Dados;2;0;0;0;2;Curso Livre em Regime Livre;1;2017
425105;Introdução às Bases de Dados;1;0;0;0;1;Licenciatura Bolonha em Biologia;1;2017
425105;Introdução às Bases de Dados;6;0;1;0;7;Mestrado Bolonha em Bioestatística;1;2017
425105;Introdução às Bases de Dados;25;0;2;0;27;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2017
425105;Introdução às Bases de Dados;0;0;1;0;1;Mestrado Bolonha em Estatística e Investigação Operacional;1;2017
425105;Introdução às Bases de Dados;3;1;2;0;6;Mestrado Bolonha em Informática;1;2017
425105;Introdução às Bases de Dados;1;0;1;0;2;Mestrado Bolonha em Matemática Aplicada à Economia e Gestão;1;2017
425105;Introdução às Bases de Dados;2;3;1;0;6;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;1;2017
425246;Complementos de Aprendizagem Automática;3;0;4;0;7;Curso de Especialização em Data Science;2;2017
425246;Complementos de Aprendizagem Automática;1;0;0;0;1;Curso Livre em Erasmus;2;2017
425246;Complementos de Aprendizagem Automática;1;0;0;0;1;Curso Livre em Regime Livre;2;2017
425246;Complementos de Aprendizagem Automática;0;0;1;0;1;Mestrado Bolonha em Engenharia Informática;2;2017
425246;Complementos de Aprendizagem Automática;0;0;1;0;1;Mestrado Bolonha em Informática;2;2017
425245;Tecnologias de Processamento de Dados;3;0;4;0;7;Curso de Especialização em Data Science;2;2017
425245;Tecnologias de Processamento de Dados;2;0;0;0;2;Curso de Especialização em Informática;2;2017
425245;Tecnologias de Processamento de Dados;1;0;0;0;1;Curso Livre em Regime Livre;2;2017
425245;Tecnologias de Processamento de Dados;1;0;0;0;1;Licenciatura Bolonha em Biologia;2;2017
425245;Tecnologias de Processamento de Dados;1;0;0;0;1;Licenciatura Bolonha em Engenharia Geoespacial;2;2017
425245;Tecnologias de Processamento de Dados;1;2;0;0;3;Licenciatura Bolonha em Engenharia Informática;2;2017
425245;Tecnologias de Processamento de Dados;0;1;0;0;1;Licenciatura Bolonha em Geologia;2;2017
425245;Tecnologias de Processamento de Dados;1;0;0;0;1;Licenciatura Bolonha em Matemática Aplicada;2;2017
425245;Tecnologias de Processamento de Dados;1;0;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;2;2017
425245;Tecnologias de Processamento de Dados;20;1;0;0;21;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2017
425245;Tecnologias de Processamento de Dados;0;0;1;0;1;Mestrado Bolonha em Engenharia Geoespacial;2;2017
425245;Tecnologias de Processamento de Dados;1;0;0;0;1;Mestrado Bolonha em Engenharia Geográfica;2;2017
425245;Tecnologias de Processamento de Dados;7;0;2;0;9;Mestrado Bolonha em Engenharia Informática;2;2017
425245;Tecnologias de Processamento de Dados;9;1;2;0;12;Mestrado Bolonha em Informática;2;2017
425245;Tecnologias de Processamento de Dados;3;1;2;0;6;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;2;2017
425245;Tecnologias de Processamento de Dados;0;0;1;0;1;Mestrado Integrado em Engenharia Biomédica e Biofísica;2;2017
425245;Tecnologias de Processamento de Dados;0;1;0;0;1;Mestrado Integrado em Engenharia Física;2;2017
425244;Fundamentos da Web Semântica;3;1;3;0;7;Curso de Especialização em Data Science;2;2017
425244;Fundamentos da Web Semântica;1;1;0;0;2;Mestrado Bolonha em Informática;2;2017
425242;Prospeção de Dados;1;0;0;0;1;Curso de Especialização em Data Science;2;2017
425241;Estudos Avançados em Bioinformatica e Biologia Computacional;1;0;0;0;1;Curso Livre em Regime Livre;2;2017
425241;Estudos Avançados em Bioinformatica e Biologia Computacional;1;0;0;0;1;Licenciatura Bolonha em Biologia;2;2017
425241;Estudos Avançados em Bioinformatica e Biologia Computacional;1;0;0;0;1;Licenciatura Bolonha em Bioquímica;2;2017
425241;Estudos Avançados em Bioinformatica e Biologia Computacional;11;1;0;0;12;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2017
425240;Computação em Nuvem;6;4;0;0;10;Curso de Especialização em Data Science;2;2017
425240;Computação em Nuvem;1;0;0;0;1;Curso de Especialização em Informática;2;2017
425240;Computação em Nuvem;1;1;0;0;2;Curso Livre em Erasmus;2;2017
425240;Computação em Nuvem;5;1;0;0;6;Licenciatura Bolonha em Engenharia Informática;2;2017
425240;Computação em Nuvem;1;0;0;0;1;Licenciatura Bolonha em Matemática Aplicada;2;2017
425240;Computação em Nuvem;14;2;0;0;16;Mestrado Bolonha em Engenharia Informática;2;2017
425240;Computação em Nuvem;4;2;0;0;6;Mestrado Bolonha em Informática;2;2017
425240;Computação em Nuvem;3;2;0;0;5;Mestrado Bolonha em Segurança Informática;2;2017
425237;Sistemas Ciberfísicos;0;0;1;0;1;Curso de Especialização em Informática;2;2017
425237;Sistemas Ciberfísicos;3;0;0;0;3;Mestrado Bolonha em Engenharia Informática;2;2017
425237;Sistemas Ciberfísicos;3;0;0;0;3;Mestrado Bolonha em Informática;2;2017
425237;Sistemas Ciberfísicos;2;0;1;0;3;Mestrado Bolonha em Segurança Informática;2;2017
425234;Procedimentos de Segurança e Manuseamento de Informação Classificada;7;0;0;0;7;Mestrado Bolonha em Segurança Informática;2;2017
425231;Direito da Cibersegurança;6;0;9;0;15;Mestrado Bolonha em Segurança Informática;2;2017
425213;Ontologias aplicadas às Ciências;1;0;0;0;1;Curso Livre em Regime Livre;2;2017
425213;Ontologias aplicadas às Ciências;1;0;0;0;1;Licenciatura Bolonha em Biologia;2;2017
425213;Ontologias aplicadas às Ciências;11;0;0;0;11;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2017
425208;Robôs Móveis;0;0;1;0;1;Curso de Especialização em Informática;2;2017
425208;Robôs Móveis;1;0;0;0;1;Curso Livre em Erasmus;2;2017
425208;Robôs Móveis;2;0;0;0;2;Licenciatura Bolonha em Engenharia Informática;2;2017
425208;Robôs Móveis;5;1;0;0;6;Mestrado Bolonha em Engenharia Informática;2;2017
425208;Robôs Móveis;2;0;1;0;3;Mestrado Bolonha em Informática;2;2017
425208;Robôs Móveis;0;1;0;0;1;Mestrado Bolonha em Segurança Informática;2;2017
425208;Robôs Móveis;4;0;2;0;6;Mestrado Integrado em Engenharia Biomédica e Biofísica;2;2017
425208;Robôs Móveis;2;0;0;0;2;Mestrado Integrado em Engenharia Física;2;2017
425205;Inteligência Artificial em Jogos;1;0;0;0;1;Curso Livre em Erasmus;2;2017
425205;Inteligência Artificial em Jogos;0;0;1;0;1;Curso Livre em Regime Livre;2;2017
425205;Inteligência Artificial em Jogos;2;0;0;0;2;Licenciatura Bolonha em Engenharia Informática;2;2017
425205;Inteligência Artificial em Jogos;3;0;0;0;3;Licenciatura Bolonha em Tecnologias de Informação;2;2017
425205;Inteligência Artificial em Jogos;8;0;1;0;9;Mestrado Bolonha em Engenharia Informática;2;2017
425205;Inteligência Artificial em Jogos;4;1;2;0;7;Mestrado Bolonha em Informática;2;2017
425202;Complementos de Programação;1;0;1;0;2;Curso de Especialização em Informática;2;2017
425202;Complementos de Programação;0;0;1;0;1;Licenciatura Bolonha em Matemática Aplicada;2;2017
425202;Complementos de Programação;20;0;3;0;23;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2017
425202;Complementos de Programação;4;0;0;0;4;Mestrado Bolonha em Informática;2;2017
425202;Complementos de Programação;3;2;1;0;6;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;2;2017
425202;Complementos de Programação;1;0;0;0;1;Mestrado Integrado em Engenharia Física;2;2017
425194;Bioinformática;1;0;0;0;1;Curso de Especialização em Estatística Aplicada à Biologia e Ciências da Saúde;2;2017
425194;Bioinformática;2;1;0;0;3;Curso Livre em Erasmus;2;2017
425194;Bioinformática;1;0;0;0;1;Licenciatura Bolonha em Biologia;2;2017
425194;Bioinformática;1;0;0;0;1;Licenciatura Bolonha em Bioquímica;2;2017
425194;Bioinformática;0;0;1;0;1;Licenciatura Bolonha em Estatística Aplicada;2;2017
425194;Bioinformática;1;0;0;0;1;Licenciatura Bolonha em Matemática Aplicada;2;2017
425194;Bioinformática;22;0;0;0;22;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2017
425194;Bioinformática;1;0;0;0;1;Mestrado Bolonha em Bioquímica;2;2017
425194;Bioinformática;1;0;0;0;1;Mestrado Bolonha em Engenharia Informática;2;2017
425194;Bioinformática;2;0;0;0;2;Mestrado Bolonha em Informática;2;2017
425194;Bioinformática;5;0;1;0;6;Mestrado Integrado em Engenharia Biomédica e Biofísica;2;2017
425184;Tolerância a Intrusões;0;1;0;0;1;Curso Livre em Regime Livre;2;2017
425184;Tolerância a Intrusões;7;2;5;0;14;Mestrado Bolonha em Segurança Informática;2;2017
425175;Segurança Aplicada;0;1;0;0;1;Curso Livre em Regime Livre;2;2017
425175;Segurança Aplicada;7;1;5;0;13;Mestrado Bolonha em Segurança Informática;2;2017
425159;Verificação e Validação de Software;2;0;0;0;2;Curso de Especialização em Informática;2;2017
425159;Verificação e Validação de Software;1;0;0;0;1;Curso Livre em Erasmus;2;2017
425159;Verificação e Validação de Software;6;0;0;0;6;Licenciatura Bolonha em Engenharia Informática;2;2017
425159;Verificação e Validação de Software;26;2;1;0;29;Mestrado Bolonha em Engenharia Informática;2;2017
425159;Verificação e Validação de Software;10;0;1;0;11;Mestrado Bolonha em Informática;2;2017
